image_path,pano_id,stview_lat,stview_lng,tree_lat_model,tree_lng_model,tree_lat,tree_lng,image_x,image_y,theta,conf,distance_model,distance_pano
/home/utkarsh/TreeInventorization/data/views/IdV4zZHHI_o4d40o2AyWqA_view0_tree0_box2.jpg,IdV4zZHHI_o4d40o2AyWqA,28.58750404692795,77.19422770791563,28.587520396734586,77.19427579484706,28.587520396734586,77.19427579484706,1683.0,4120.0,-90,0.018348652869462967,5.373544235194955,5.373544235194955
/home/utkarsh/TreeInventorization/data/views/IdV4zZHHI_o4d40o2AyWqA_view0_tree0_box3.jpg,IdV4zZHHI_o4d40o2AyWqA,28.58750404692795,77.19422770791563,28.587491632852544,77.19427533368611,28.587491632852544,77.19427533368611,3078.0,4131.0,-90,0.013569596223533154,5.220490158640562,5.220490158640562
/home/utkarsh/TreeInventorization/data/views/IdV4zZHHI_o4d40o2AyWqA_view1_tree0_box2.jpg,IdV4zZHHI_o4d40o2AyWqA,28.58750404692795,77.19422770791563,28.587471969641797,77.19426548125672,28.587471969641797,77.19426548125672,4090.0,4061.0,-75,0.01136056799441576,5.468933065538925,5.468933065538925
/home/utkarsh/TreeInventorization/data/views/IdV4zZHHI_o4d40o2AyWqA_view5_tree0_box0.jpg,IdV4zZHHI_o4d40o2AyWqA,28.58750404692795,77.19422770791563,28.58740987242723,77.19423861845823,28.58740987242723,77.19423861845823,5564.0,3683.0,-15,0.014896200969815254,10.687691157943076,10.687691157943076
/home/utkarsh/TreeInventorization/data/views/IdV4zZHHI_o4d40o2AyWqA_view5_tree0_box1.jpg,IdV4zZHHI_o4d40o2AyWqA,28.58750404692795,77.19422770791563,28.58737469047732,77.19420379984236,28.58737469047732,77.19420379984236,6119.0,3564.0,-15,0.014357462525367737,14.666716163264235,14.666716163264235
/home/utkarsh/TreeInventorization/data/views/IdV4zZHHI_o4d40o2AyWqA_view12_tree0_box7.jpg,IdV4zZHHI_o4d40o2AyWqA,28.58750404692795,77.19422770791563,28.587588270908952,77.19412463696199,28.587588270908952,77.19412463696199,10676.0,3660.0,90,0.013077504001557827,13.893270129953082,13.893270129953082
/home/utkarsh/TreeInventorization/data/views/IdV4zZHHI_o4d40o2AyWqA_view12_tree0_box9.jpg,IdV4zZHHI_o4d40o2AyWqA,28.58750404692795,77.19422770791563,28.58754128418983,77.19408277804246,28.58754128418983,77.19408277804246,9694.0,3627.0,90,0.010831596329808235,14.924450739787897,14.924450739787897
/home/utkarsh/TreeInventorization/data/views/rAlTQPP25f3vLw1kv7hJ9g_view5_tree0_box4.jpg,rAlTQPP25f3vLw1kv7hJ9g,28.58255185451594,77.20014780784446,28.582493182624216,77.2002374977666,28.582493182624216,77.2002374977666,5260.0,3681.0,-15,0.019426876679062843,11.03533049743193,11.03533049743193
/home/utkarsh/TreeInventorization/data/views/rAlTQPP25f3vLw1kv7hJ9g_view7_tree0_box5.jpg,rAlTQPP25f3vLw1kv7hJ9g,28.58255185451594,77.20014780784446,28.582479286429937,77.20011333709115,28.582479286429937,77.20011333709115,8086.0,3824.0,15,0.011651627719402313,8.988421188868351,8.988421188868351
/home/utkarsh/TreeInventorization/data/views/rAlTQPP25f3vLw1kv7hJ9g_view10_tree0_box7.jpg,rAlTQPP25f3vLw1kv7hJ9g,28.58255185451594,77.20014780784446,28.582517105195652,77.2000362663659,28.582517105195652,77.2000362663659,9845.0,3743.0,60,0.017514774575829506,11.863168826168833,11.863168826168833
