id,pano_id,lat,lon,elevation,date,gvi,svf,within
97423,_uI9uftyh4HwgMN2FrNzLQ,30.71622303615901,76.79584267249909,358.2348327636719,2022-07,11.77978515625,39.46533203125,True
97424,wT-tnA-wdG8TrmJSGCaJaA,30.71629426056419,76.7958158247699,357.9949340820312,2022-07,9.19189453125,41.375732421875,True
97426,CIgD_edw8KAV-RwsF4ZC_A,30.71661481839499,76.7954308893154,358.0331115722656,2022-07,42.138671875,12.872314453125,True
97427,ZFwFsCV_nRy1i-fPoLCIfQ,30.71659572632998,76.79537516908368,358.0426330566406,2022-07,50.860595703125,4.339599609375,True
97428,4rq6oM6jlsJlmNBLHNRIvg,30.71678301529414,76.79521328978583,358.3463134765625,2022-07,16.162109375,36.24267578125,True
97429,4IEH19q9Wh3OEfqYPp3NbA,30.71672298663942,76.7953044844569,358.3141784667969,2022-07,20.440673828125,32.073974609375,True
97432,mDdwhBll9FtCUM9LEItOqQ,30.71655429754927,76.79530580484258,358.0691223144531,2022-07,23.0712890625,29.30908203125,True
97433,VElsdohKpneXoqJEn30Hag,30.71650012536727,76.7952406657993,358.0928649902344,2022-07,17.547607421875,36.151123046875,True
97495,OgdwnYIAALUEFtGSh263iA,30.71668045168213,76.79510149699959,358.4715881347656,2022-07,17.987060546875,34.393310546875,True
97506,Pm2u0ELNePNEg6RagPMSXQ,30.7165949437021,76.79514938305573,358.4254455566406,2022-07,47.039794921875,5.889892578125,True
97507,-tzH6HA12KZBDR2Hv7q15w,30.71613581957718,76.7954509591558,358.1521606445312,2022-07,19.268798828125,35.272216796875,True
97509,fBemmQ0ITAxD1Ek63iDqng,30.7160682158345,76.79557815609546,358.2705993652344,2022-07,15.899658203125,36.297607421875,True
97510,bSaZii6VnwLI6uVq2ZWXRQ,30.71648100531539,76.79575482318668,358.2537841796875,2022-07,17.24853515625,38.09814453125,True
97511,mzKyiqJYtIXpaykqB5g9eg,30.7164320676501,76.79518873059178,358.1685180664062,2022-07,16.387939453125,35.07080078125,True
97512,Unnj9ZCJ_911hOwgsPPNmQ,30.71653108708191,76.79519005097868,358.4365844726562,2022-07,19.708251953125,34.661865234375,True
97513,bAjMTxMdgTNaLm8bDTN9Fw,30.71633520899668,76.79513899600835,358.1848449707031,2022-07,40.5517578125,12.01171875,True
97514,BykU8l3apfPIPcXrWoBvlw,30.7162730861142,76.79524497906134,358.1730651855469,2022-07,20.068359375,32.06787109375,True
97518,clIwcxYqJeJBnOW6ZZ6wPA,30.71629205744968,76.7958211943162,358.3216552734375,2022-07,11.75537109375,39.764404296875,True
97521,x0Vuo9RQ8JwpbMmddqDYQg,30.71616825799983,76.79535281056349,358.1541748046875,2022-07,22.747802734375,33.984375,True
97524,V9y-JVZeDhuD4jXuk_Ekjw,30.71621175013814,76.79529506570536,358.1134033203125,2022-07,18.634033203125,33.77685546875,True
97528,YqGoKJyM4JKTai3SThowEQ,30.71607606652938,76.79523468004768,358.1282348632812,2022-07,45.9228515625,7.275390625,True
97529,OprFy-1ItTU5sv6RPkximQ,30.71651580254767,76.79525739069204,358.0894165039062,2022-07,17.3583984375,35.174560546875,True
97530,xO1hTaiJ64daPzcQsjfEGA,30.71621105794353,76.79506012484069,358.0852355957031,2022-07,41.790771484375,10.90087890625,True
97531,vFEtlBBuMLJOqOybPcVkOg,30.71612889094752,76.79497826074113,358.0657348632812,2022-07,51.67236328125,2.020263671875,True
97625,IjfXRfhxTGCPTVT8g-4Onw,30.71599517403091,76.795031428399,358.0380859375,2022-07,38.592529296875,14.404296875,True
97626,Xjvp12FmG7-m4Akpl_aQgA,30.71604815069543,76.79513010539932,358.1336059570312,2022-07,21.52099609375,30.963134765625,True
97627,-qWKSSj8sGdyYA4MFWVWog,30.71606645781538,76.79489146713172,357.9619445800781,2022-07,44.482421875,10.5224609375,True
97629,dGsZn0rCzclq-DoBVKOnKw,30.71594305881092,76.79493776880106,357.8969116210938,2022-07,36.12060546875,16.619873046875,True
97630,yjMY2Z2YSkX9FBYkIz2kuQ,30.7163028668049,76.79512103873796,358.2186584472656,2022-07,31.024169921875,21.649169921875,True
98101,pQ_smw_q_5eoPbHtDm_mCg,30.71385606293981,76.79774796625325,357.3760375976562,2022-07,21.1181640625,31.53076171875,True
98102,AlyiFdMesdxVjPT8pviK9Q,30.7137970266197,76.79766487158206,357.454345703125,2022-07,24.517822265625,27.252197265625,True
98105,S166NpWDbDb8kPe7KKyOtA,30.71374325369004,76.79757684750554,357.5558776855469,2022-07,28.69873046875,23.077392578125,True
98165,mJ20e_4MEV5udOiyxz3LrQ,30.71379322267912,76.79839141993558,356.8323059082031,2022-07,28.01513671875,24.200439453125,True
98167,M8DWQFUmTjwd0n8hkKUX0A,30.71366187136623,76.79751514259084,357.6519470214844,2022-07,26.86767578125,24.468994140625,True
98170,kqZfWsYPIdNAzZGf1YAg_w,30.7136387224672,76.79740414408677,357.730712890625,2022-07,29.16259765625,22.8515625,True
98171,XSBMJvV_-VQzbXMKPfEQzA,30.71358414688408,76.7973141832917,357.7711486816406,2022-07,18.792724609375,33.33740234375,True
98173,YNq-5YnlsdGnyNsakeQQDg,30.71383421042458,76.79846905666692,356.6996459960938,2022-07,50.45166015625,1.824951171875,True
98177,UJDeBdRll2s_jPhEjsFAoQ,30.71386396832333,76.79857230816326,356.5801391601562,2022-07,38.995361328125,12.451171875,True
98180,yIfz2LUsIWk7eKv26swivw,30.71391593168702,76.79865865909325,356.3923645019531,2022-07,42.73681640625,8.697509765625,True
107910,Jl4nkbwNrFZvqrbZbRvMZA,30.71469573209491,76.79819618358795,348.8007507324219,2022-07,24.578857421875,26.1474609375,True
107912,sdP2zawL5CeB71LcX1YimA,30.71464742712918,76.79810771976797,348.6224060058594,2022-07,20.599365234375,30.364990234375,True
109316,8OEuuzUoLEOHFOQgSpgnZg,30.71464386363364,76.79802629778864,348.6553344726562,2022-07,27.081298828125,25.604248046875,True
109318,LM2B4QrEzkRaaFWwEI6Gag,30.71471751985134,76.79794778054304,348.5411376953125,2022-07,24.847412109375,26.3671875,True
109319,YnUv-AdUnm85Rl48_cbaYQ,30.71479741411935,76.79787965006788,348.6308898925781,2022-07,30.9326171875,19.7265625,True
109356,0a2aoL8bVp_HxjYcwf3_cw,30.71486918420004,76.79781627284827,348.6701965332031,2022-07,32.97119140625,18.81103515625,True
109358,LFPKv7w9716a-DSklsoWIg,30.71494392364461,76.79775412793218,348.7303771972656,2022-07,28.82080078125,25.35400390625,True
110560,jWT-WUUrTG4UsHihiEOmJQ,30.71502306504573,76.79769374346562,348.761962890625,2022-07,28.23486328125,27.020263671875,True
110561,pf-lagjtgCMkEAXAi9Ngqg,30.71509284913748,76.79763115836809,348.74853515625,2022-07,36.737060546875,20.5078125,True
110583,qIUUYa0Bgpu3SoKO5YIcSA,30.7151643059625,76.79756390796105,348.7147521972656,2022-07,36.0107421875,21.19140625,True
110586,Jbp1oA__1tTjxeVp2r3StA,30.71524147043763,76.79750440364393,348.6936950683594,2022-07,25.115966796875,29.925537109375,True
110587,zQ8YBBgfCLaJT4RsPV3lsw,30.7153306533437,76.79746708139503,348.732421875,2022-07,19.71435546875,31.048583984375,True
110588,oSTDbVgxCvo5IrE29JqdoA,30.71537654564189,76.79742342139156,348.6798706054688,2022-07,15.765380859375,33.782958984375,True
110589,EQx558Ph5eCrI2Rg4-MPQQ,30.71547678011771,76.797296050286,348.4891357421875,2022-07,24.371337890625,22.37548828125,True
110590,YqXLCXhLRP6L39j8kQVCxA,30.71540302519277,76.79735687506653,348.5379028320312,2022-07,21.1181640625,29.229736328125,True
110591,NCb6YfL_WD1t0OASPWanDA,30.71555540850668,76.79723989076619,348.4349060058594,2022-07,16.5771484375,33.587646484375,True
110592,4lmPsa5P1O20q5KBPJ2_5w,30.71563017877047,76.79718223480651,348.37939453125,2022-07,15.386962890625,33.465576171875,True
111482,pU_N23APyU-h6f2sZ6gkXA,30.71570631802689,76.79712281833163,348.277587890625,2022-07,20.47119140625,27.239990234375,True
111483,9HEFYfOkPoUSbG7TaEeL9Q,30.71578329140833,76.79706815514972,348.1691589355469,2022-07,24.45068359375,30.145263671875,True
111485,v1pl5u1FHAOYC3RdugiMYA,30.71589081099353,76.79699227803621,348.0148010253906,2022-07,15.850830078125,36.51123046875,True
111487,9_Za3mqOphbT9fKZMN9g2Q,30.71586310268981,76.79701595662996,348.0597229003906,2022-07,16.094970703125,36.19384765625,True
111488,Ll8eXV648BKrgQ9d-LSj7Q,30.71595553898632,76.79692326679312,347.8619384765625,2022-07,16.015625,34.136962890625,True
112187,b2dRgEFqu1ntEXEJ9kapRA,30.71602624196354,76.79685205489635,347.7230834960938,2022-07,9.552001953125,37.176513671875,True
112188,dIwuv_chdNa3TiBpnh33Dw,30.71609482778835,76.79678621246363,347.5627136230469,2022-07,15.0634765625,36.80419921875,True
