node_lat,node_lng,pano_id,pano_lat,pano_lng,date,heading,pitch,source,is_third_party,found
28.567522,77.2395706,,,,,,,,,False
28.5351632,77.2540078,q1PYkXy1KyCB24EftOiT1g,28.53517003489857,77.2540692109754,2022-04,2.95134814322333,0.016339425394017653,launch,False,True
28.5016842,77.178874,O5G3jjIV7yep-r1oA7j8Og,28.50165940456408,77.1799617350084,2022-04,3.1594195876106745,0.01983735432778223,launch,False,True
28.5380459,77.2512091,4Wa1BFJeODOHcgBjEqnmWw,28.53772729868584,77.2516948160293,2022-04,0.642682822689519,0.030943268705630668,launch,False,True
28.502577,77.1790552,3EtP6DzdbkhMNfyfmEhIaQ,28.5029260862004,77.17918841095172,2022-04,1.865887891381126,0.03335955476265956,launch,False,True
28.4398293,77.2151727,7UFKbIejgjTD1dPG4uBy-A,28.43923485759267,77.21503619537252,2022-04,0.5391227077770206,-0.020688633770226058,launch,False,True
28.5069904,77.1798793,,,,,,,,,False
28.5769751,77.2447645,KH7JNAJsVP82cC35-nIlHQ,28.57704700926334,77.24421940361883,2022-03,4.80926199766854,-0.04090935013692519,launch,False,True
28.57772,77.2434575,E9UtS4wE8pPJfgy1U6VdeQ,28.57770834723218,77.24321189983101,2022-03,6.257071947426923,-0.0006029396707939395,launch,False,True
28.4393495,77.2150401,7UFKbIejgjTD1dPG4uBy-A,28.43923485759267,77.21503619537252,2022-04,0.5391227077770206,-0.020688633770226058,launch,False,True
28.5681267,77.2393213,6EIH8n9P0uchx--Q2H3pKQ,28.56919060195976,77.2398836031598,2022-03,2.1149192859661095,-0.008159526105839273,launch,False,True
28.5291647,77.2529225,YA9ihirGlgCB7HG1ObAEJg,28.52924170447972,77.25293428493116,2022-04,1.9924710006278463,0.01565472667775828,launch,False,True
28.5403924,77.2492889,8vYJ8HA5uEe6BMGFkQMK_w,28.54043584143,77.2492726663525,2022-04,0.4151992642214493,-0.012244016269693802,launch,False,True
28.5769778,77.2449663,KH7JNAJsVP82cC35-nIlHQ,28.57704700926334,77.24421940361883,2022-03,4.80926199766854,-0.04090935013692519,launch,False,True
28.5396965,77.2455271,_0Jrkv5OyAw0W8sJ8CXyiQ,28.53982439501438,77.24525899677188,2022-04,0.5971052174777939,0.04636030825609938,launch,False,True
28.5378007,77.2476125,ThO1D9wkq2R4tFmShr_a8g,28.53755279031688,77.24753775567187,2022-04,5.258774294901925,0.00552273031055182,launch,False,True
28.5025093,77.1782728,_UZhSsv7nuWBdPTIUCJCvQ,28.50310277088375,77.17818386311752,2022-04,5.004137745170652,-0.007222892350458406,launch,False,True
28.5635583,77.234693,CU8nc7maokSJfpcru3RwDg,28.56356973050864,77.23432842724749,2023-11,2.833166907741646,0.015250591982338758,launch,False,True
28.5673521,77.239285,,,,,,,,,False
28.5078946,77.1796929,jZTuSIylnnhbrEutU8RwmA,28.50930211482307,77.17952966395607,2022-04,4.431094188141725,-0.012520851865007539,launch,False,True
28.5413674,77.2432095,NsciB0gFqBdsKKNoOA6XtA,28.54140109805353,77.24325478556996,2022-04,2.867208764375583,-0.033711225184604524,launch,False,True
28.5671983,77.2471209,SKAMdBWOCpyOrOPIGBeRfw,28.56732803600707,77.24673716071115,2022-04,3.678266484875945,0.021124593240672028,launch,False,True
28.5379133,77.2537394,ZIsA-rE7MiqTdzgdLXcBVg,28.53830632684743,77.25329409152175,2022-04,4.098442997437671,0.0028964540015701794,launch,False,True
28.4892773,77.1859336,y7wBzwoMCLLg7Me4hbMBvQ,28.48928318158217,77.18599503407283,2022-04,6.039093810100593,0.008230765664998894,launch,False,True
28.5417809,77.2442811,91-tb6PqlJ7WKTOxNfyncg,28.54174919408008,77.24432166196526,2022-04,2.8419303056246603,-0.00838123426658837,launch,False,True
28.5761907,77.2437604,U-bN0EJ-QIvCDiPtFvtVEw,28.57644861749586,77.24382983884779,2022-03,3.1543167046459732,-0.026140257679672763,launch,False,True
28.5390852,77.2464214,wgcV5rhVstAAT_PxIiLArg,28.538752397607,77.24589297395426,2022-04,5.797970139740381,0.009922805063580738,launch,False,True
28.5025234,77.1793122,oi98xMx6CLd1o-4qvi1dJQ,28.50287977350304,77.1793829489764,2022-04,1.854298213791265,0.0477424888618505,launch,False,True
28.5389501,77.2461498,wgcV5rhVstAAT_PxIiLArg,28.538752397607,77.24589297395426,2022-04,5.797970139740381,0.009922805063580738,launch,False,True
28.5018066,77.1794115,QSHikcGl4W0pwrkkbHNz9A,28.50178960529514,77.17997279123323,2022-04,3.107931096359519,0.0019900471245617108,launch,False,True
28.5667632,77.2468825,DklLMNn2CeWTZKTBXmojEQ,28.56689828796804,77.24654904773064,2022-04,3.6304262580020885,-0.01035543558266411,launch,False,True
28.5335302,77.2486403,uOeROLMF78pkaK9PIZLZTg,28.53317976158853,77.2475865155791,2022-05,5.799870038862044,-0.0021459752063858503,launch,False,True
28.5346172,77.2515982,F6tmKHvatSOmNXqZxC-EZg,28.53517224006147,77.25152310988393,2022-04,1.5996876298806213,0.02064069687060463,launch,False,True
28.538072,77.2546194,6uc5BnDkgqPZcDarTgHnDA,28.53847305296625,77.25493868214606,2022-04,5.285053303274391,0.007649930231252612,launch,False,True
28.5410542,77.2474204,0MmG8iVCwvojkfUrSOIKAg,28.54106220270208,77.24747908590064,2022-04,5.291408670899756,0.016658738408718156,launch,False,True
28.5377369,77.2493169,pH5p37LOWLjaM2dvx9uFAw,28.53730247500128,77.24901729415605,2022-04,2.179661397856208,-0.010146111120983882,launch,False,True
28.4400218,77.2187049,,,,,,,,,False
28.5762015,77.2441543,U-bN0EJ-QIvCDiPtFvtVEw,28.57644861749586,77.24382983884779,2022-03,3.1543167046459732,-0.026140257679672763,launch,False,True
28.5765814,77.2447676,KH7JNAJsVP82cC35-nIlHQ,28.57704700926334,77.24421940361883,2022-03,4.80926199766854,-0.04090935013692519,launch,False,True
28.5784109,77.2446231,rh3GXIUS-_CC6aBO-XTscg,28.57872571212744,77.2446061607057,2022-03,1.6722595685336075,-0.017273129672199437,launch,False,True
28.5352836,77.2489742,SCb86-YYVJOwnR23wH2wGA,28.53540477737887,77.24963555350031,2022-04,3.0524768919291256,0.005535380325729697,launch,False,True
28.440096,77.2168475,,,,,,,,,False
28.568215,77.2399472,z7Wo_RgdfCrgYHEobPcjcQ,28.56900906877622,77.24032001442258,2022-03,2.097052138212768,-0.017972875248617754,launch,False,True
28.5779618,77.2446932,Vj5LPhXYfrrJB3SXflNQzg,28.57871663422724,77.24471780259464,2022-03,1.568174577859768,-0.011185676052496313,launch,False,True
28.4400158,77.2200776,,,,,,,,,False
28.5385745,77.2534539,UAqdrEL4aPvwFUEM-QBHLg,28.53864074194813,77.25351034325968,2022-04,3.6875864834267875,0.020730578557394807,launch,False,True
28.5389477,77.2478556,SFfBU6es7NwZBG_SHtndgg,28.53876877685098,77.24846182263758,2022-04,3.6368175783021695,-0.01783758666524173,launch,False,True
28.5375615,77.2533818,UAIIIMAzlDQ52OnbkzaMUg,28.53728694801336,77.2529835687651,2022-04,2.570504655749311,-0.00842823905982827,launch,False,True
28.5372002,77.2536443,bZ5raoEeuSZFe0ng1m4Cfw,28.53695305644449,77.2531924548215,2022-04,5.894539024027745,0.006978147846280124,launch,False,True
28.5772186,77.2447152,KH7JNAJsVP82cC35-nIlHQ,28.57704700926334,77.24421940361883,2022-03,4.80926199766854,-0.04090935013692519,launch,False,True
28.5418833,77.2429461,EZ9bNiainpKWb52_YNo38g,28.54193194493631,77.2430210624885,2022-04,2.874636853288033,-0.008626777719093676,launch,False,True
28.5347035,77.2522822,mcj6LaSk2BOu0cMjXY0YpQ,28.53479591063015,77.25280020122864,2022-04,3.0604354825307194,-0.005206213614995903,launch,False,True
28.5772218,77.2449909,KH7JNAJsVP82cC35-nIlHQ,28.57704700926334,77.24421940361883,2022-03,4.80926199766854,-0.04090935013692519,launch,False,True
28.4964872,77.1842062,JGb8DfpAbJhCm3mt14AdAw,28.49629018757822,77.18370543673551,2022-05,2.6008188858054644,-0.016512530864872806,launch,False,True
28.4399181,77.2177076,,,,,,,,,False
28.5641365,77.2346355,CU8nc7maokSJfpcru3RwDg,28.56356973050864,77.23432842724749,2023-11,2.833166907741646,0.015250591982338758,launch,False,True
28.5332788,77.2489613,Dky8c7p5iERsmQ5z7_oPvw,28.53416974741936,77.24978525070013,2022-04,5.172895339230139,-4.460794825882724e-05,launch,False,True
28.5682234,77.2363767,_lXJUZKJLMDUcbuqSuS9rQ,28.56865519323561,77.23565306651837,2023-11,0.0657056810231923,-0.0017743310762652923,launch,False,True
28.4942994,77.1834028,ePFlcWidfYfkO_lZfZ8rJA,28.49433950822486,77.18342816204314,2022-05,2.894120007190833,0.0024836640326078977,launch,False,True
28.508863,77.1787964,RY89t7AdD_-Bx0pGmG18Fw,28.50924313251227,77.1787924895493,2022-04,4.695050736423838,-0.03946525103582973,launch,False,True
28.5382937,77.2545024,JaX0aKKF7-cmCNiR5dxEHQ,28.53859867097315,77.25466359145787,2022-04,5.292463815323645,0.008120244479760605,launch,False,True
28.4898829,77.1911392,7nFIDj9sBjPN8cNovMnHHw,28.48989106002023,77.19122310702079,2022-04,2.1676212465679603,-0.03300562065378803,launch,False,True
28.4402,77.2177846,,,,,,,,,False
28.5641181,77.234361,CHkFTitKWZlNsnTS3emicw,28.56354897522337,77.23422896687529,2023-11,5.214061950728366,-0.020385033405957025,launch,False,True
28.5609491,77.2350483,,,,,,,,,False
28.4401328,77.2152566,7UFKbIejgjTD1dPG4uBy-A,28.43923485759267,77.21503619537252,2022-04,0.5391227077770206,-0.020688633770226058,launch,False,True
28.5643871,77.2346093,M560p-Mxb6xsD1rY0dtbUA,28.56467192801157,77.23394777598664,2023-11,3.5554161953711354,-0.040466732763754024,launch,False,True
28.5635506,77.2346212,CU8nc7maokSJfpcru3RwDg,28.56356973050864,77.23432842724749,2023-11,2.833166907741646,0.015250591982338758,launch,False,True
28.440481,77.2178612,,,,,,,,,False
28.4942809,77.1843498,DG4NgyCrC6G2IPdtiYC3dA,28.49432555598456,77.18438440601622,2022-05,0.5550531049171157,-0.004826047369387091,launch,False,True
28.4403792,77.2169131,,,,,,,,,False
28.5424776,77.2464884,ErrBrObel3c6X83gTJYOoA,28.54216526812032,77.24644784369983,2022-04,0.6057104901710854,0.01852854381006279,launch,False,True
28.571821,77.2393493,HBOUyUNicz7q7bLKVUA0Ug,28.57171860218182,77.23938939351885,2022-03,3.7870480932901947,0.029449901124368735,launch,False,True
28.4396382,77.2176312,,,,,,,,,False
28.501277,77.1787431,72tFjPQ3eCqDckN1UhvxOw,28.50129177464887,77.1799591903216,2022-04,3.1279697856657105,0.01771827704840618,launch,False,True
28.440415,77.2153346,7UFKbIejgjTD1dPG4uBy-A,28.43923485759267,77.21503619537252,2022-04,0.5391227077770206,-0.020688633770226058,launch,False,True
28.5781645,77.2440266,TcWKO040RymzxZEMoBJgdg,28.57871783535617,77.24396647607533,2022-03,1.553849168040123,-0.0023262712121842146,launch,False,True
28.4391397,77.218473,,,,,,,,,False
28.4395101,77.2167121,,,,,,,,,False
28.5693152,77.2487528,EL3vBXE7FZFErN6S7Mk73A,28.56922420008116,77.24799895693633,2022-04,4.049238433137367,-0.004499810135852385,launch,False,True
28.5015713,77.1793408,LdDRB5Rl6DZoWXgoyAejyA,28.50156683538331,77.17995875158249,2022-04,3.176663289352829,-0.0026980485003592763,launch,False,True
28.5694369,77.2394897,_FrOU7rfSiM6tuXqUwf2BA,28.56942326731543,77.23960838959943,2022-03,0.45413680988727984,-0.07611713869609975,launch,False,True
28.5655508,77.2413397,vQUVqpa0JRKpGxkzD27RPA,28.56518171640162,77.24139989732356,2022-03,4.627803788370464,-0.012622318302539558,launch,False,True
28.5678778,77.2430766,tTHuTc93kXZXG7rSmwc5OA,28.56780516435537,77.24308315481952,2022-03,5.1565147679972805,-0.027901805582705674,launch,False,True
28.5599114,77.2358427,v_lvwT0fW6RJA1Pp0CS3-Q,28.55905351353402,77.23676035635313,2022-05,1.3237027813771103,-0.032656080760715134,launch,False,True
28.4407089,77.2154158,,,,,,,,,False
28.4696126,77.1895233,,,,,,,,,False
28.5604241,77.2353634,,,,,,,,,False
28.5676195,77.2358053,NZCvXqpK-aEfxMYsLH4-Zw,28.56791713949114,77.23484019952978,2023-11,3.5255451153203703,-0.010248775981006436,launch,False,True
28.5693758,77.2489218,xofKgxeJQNqTd4S7kHKnew,28.56925344614185,77.24798062818884,2022-04,3.265208069275783,-0.002205896330912633,launch,False,True
28.5719494,77.2392728,-_vKcg09AXHSrv_fnmUuLw,28.57201064402368,77.23920381222064,2022-03,4.207195843712147,-0.049928810958751055,launch,False,True
28.4406795,77.2169826,,,,,,,,,False
28.4918335,77.1928297,Di4o-LVBsZZ9KK0F2MHJtQ,28.49185521884575,77.19288496912617,2022-05,6.226673028848105,-0.012565859287429877,launch,False,True
28.5629006,77.2345042,CU8nc7maokSJfpcru3RwDg,28.56356973050864,77.23432842724749,2023-11,2.833166907741646,0.015250591982338758,launch,False,True
28.5367138,77.2525479,GNX7CCh0lBk3-N7QL0xebA,28.53704751811919,77.25242601130446,2022-04,4.534261320345868,0.00424960615143944,launch,False,True
28.5629288,77.2348376,CU8nc7maokSJfpcru3RwDg,28.56356973050864,77.23432842724749,2023-11,2.833166907741646,0.015250591982338758,launch,False,True
28.5774574,77.2447095,KH7JNAJsVP82cC35-nIlHQ,28.57704700926334,77.24421940361883,2022-03,4.80926199766854,-0.04090935013692519,launch,False,True
28.4773884,77.1818836,,,,,,,,,False
28.4407267,77.2314888,,,,,,,,,False
28.4894771,77.1911183,l0B3Lm_p3aKh5AUw120EnQ,28.48948143982254,77.1911993296156,2022-05,3.0778408381510403,0.00428555882615551,launch,False,True
